DATE,CSUSHPISA,Year,Month,Per_Capita_GDP,working_age_pop,Houses,CPI,UNRATE,EmpRate,Cons_Material,FEDFUNDS,urban_pop_us,Num_Households,median_income,Subsidy,old_age_pop,CSUSHPISA_smoothed,Houses_smoothed,Cons_Material_smoothed,FEDFUNDS_smoothed,UNRATE_smoothed,EmpRate_smoothed
2010-10-01,142.531,2010,10,54569.0,199859978.358188,8.2,219.035,9.4,66.4639098207166,193.8,0.19,80.8,117538.0,64300.0,32.669,13.0,143.15533333333335,8.200000000000001,193.9333333333333,0.19,9.466666666666667,66.63593084068519
2010-11-01,142.173,2010,11,54493.0,199933691.570699,8.2,219.59,9.8,66.3727218100545,193.6,0.19,80.8,117538.0,64300.0,32.669,13.0,142.57433333333336,8.0,193.76666666666665,0.19,9.566666666666666,66.49905533966682
2010-12-01,142.06,2010,12,54417.0,199962030.403099,7.0,220.472,9.3,66.4940765556386,194.2,0.18,80.8,117538.0,64300.0,32.669,13.0,142.25466666666668,7.8,193.86666666666667,0.18666666666666695,9.500000000000002,66.44356939546991
2011-01-01,141.52100000000002,2011,1,54341.0,199071788.58297,7.3,221.187,9.1,66.6797456311241,195.9,0.17,80.9,119927.0,63350.0,34.23,13.3,141.91800000000003,7.5,194.5666666666667,0.1800000000000003,9.4,66.51551466560574
2011-02-01,140.35,2011,2,54430.666666666664,199329997.658309,8.1,221.898,9.0,66.5974727710918,198.1,0.16,80.9,119927.0,63350.0,34.23,13.3,141.31033333333335,7.466666666666668,196.06666666666663,0.1700000000000003,9.133333333333333,66.59043165261818
2011-03-01,139.981,2011,3,54520.333333333336,199524830.186532,7.2,223.046,9.0,66.6849101959247,199.7,0.14,80.9,119927.0,63350.0,34.23,13.3,140.61733333333336,7.533333333333334,197.9,0.15666666666666698,9.033333333333333,66.65404286604686
2011-04-01,140.01,2011,4,54610.0,199950249.05044895,6.7,224.093,9.1,66.5364426971001,201.1,0.1,80.9,119927.0,63350.0,34.23,13.3,140.11366666666666,7.333333333333333,199.63333333333333,0.13333333333333364,9.033333333333333,66.6062752213722
2011-05-01,139.905,2011,5,54567.333333333336,200047046.576764,6.6,224.806,9.0,66.5364468258517,201.6,0.09,80.9,119927.0,63350.0,34.23,13.3,139.96533333333335,6.833333333333335,200.79999999999998,0.1100000000000003,9.033333333333333,66.58593323962549
2011-06-01,139.862,2011,6,54524.666666666664,199916426.046807,6.6,224.806,9.1,66.4126931084804,201.9,0.09,80.9,119927.0,63350.0,34.23,13.3,139.92566666666667,6.6333333333333355,201.53333333333333,0.09333333333333364,9.066666666666668,66.4951942104774
2011-07-01,139.73,2011,7,54482.0,200019255.615213,6.7,225.395,9.0,66.401281161031,202.6,0.07,80.9,119927.0,63350.0,34.23,13.3,139.83233333333334,6.633333333333334,202.03333333333333,0.08333333333333363,9.033333333333333,66.45014036512104
2011-08-01,139.309,2011,8,54647.666666666664,200119232.68470705,6.5,226.106,9.0,66.6650320898062,202.8,0.1,80.9,119927.0,63350.0,34.23,13.3,139.63366666666664,6.600000000000001,202.4333333333333,0.08666666666666696,9.033333333333333,66.49300211977253
2011-09-01,138.668,2011,9,54813.333333333336,200263992.82767,6.3,226.597,9.0,66.6875291894894,202.7,0.08,80.9,119927.0,63350.0,34.23,13.3,139.23566666666667,6.500000000000001,202.70000000000002,0.08333333333333363,9.0,66.58461414677554
2011-10-01,137.952,2011,10,54979.0,200455255.78058,6.0,226.75,8.8,66.6716699294937,202.7,0.07,80.9,119927.0,63350.0,34.23,13.3,138.643,6.266666666666668,202.73333333333332,0.08333333333333363,8.933333333333332,66.6747437362631
2011-11-01,137.15200000000002,2011,11,55100.0,200413998.083871,5.7,227.169,8.6,66.8217850143726,202.2,0.08,80.9,119927.0,63350.0,34.23,13.3,137.924,6.000000000000001,202.53333333333333,0.07666666666666697,8.799999999999999,66.72699471111856
2011-12-01,136.674,2011,12,55221.0,200418681.30812705,5.3,227.223,8.5,66.8558767510904,202.2,0.07,80.9,119927.0,63350.0,34.23,13.3,137.25933333333333,5.666666666666668,202.36666666666665,0.07333333333333364,8.633333333333333,66.78311056498558
2012-01-01,136.607,2012,1,55342.0,201013600.78646803,5.3,227.842,8.3,66.9279894184415,203.9,0.08,81.1,121084.0,63350.0,33.283,13.6,136.811,5.4333333333333345,202.76666666666665,0.07666666666666698,8.466666666666667,66.86855039463484
2012-02-01,136.533,2012,2,55391.333333333336,201109580.669277,4.8,228.329,8.3,66.9650039716589,205.1,0.1,81.1,121084.0,63350.0,33.283,13.6,136.6046666666667,5.133333333333335,203.73333333333332,0.08333333333333363,8.366666666666667,66.91629004706361
2012-03-01,137.904,2012,3,55440.666666666664,201200902.24498,4.9,228.807,8.2,66.9869079964518,205.7,0.13,81.1,121084.0,63350.0,33.283,13.6,137.01466666666667,5.000000000000001,204.9,0.10333333333333362,8.266666666666667,66.95996712885074
2012-04-01,139.154,2012,4,55490.0,201473852.83764,4.9,229.187,8.2,66.91903497136,206.3,0.14,81.1,121084.0,63350.0,33.283,13.6,137.86366666666666,4.866666666666668,205.70000000000002,0.12333333333333363,8.233333333333333,66.9569823131569
2012-05-01,140.155,2012,5,55478.0,201510859.836736,4.7,228.713,8.2,67.0612681298211,206.5,0.16,81.1,121084.0,63350.0,33.283,13.6,139.071,4.833333333333335,206.16666666666666,0.14333333333333365,8.2,66.98907036587764
2012-06-01,141.03,2012,6,55466.0,201441454.973354,4.8,228.524,8.2,67.1283029699315,206.6,0.16,81.1,121084.0,63350.0,33.283,13.6,140.11300000000003,4.800000000000002,206.4666666666667,0.15333333333333363,8.2,67.0362020237042
2012-07-01,141.66899999999998,2012,7,55454.0,201433691.744108,4.6,228.59,8.2,67.0470875203821,206.2,0.16,81.1,121084.0,63350.0,33.283,13.6,140.95133333333334,4.700000000000001,206.4333333333333,0.16,8.2,67.07888620671157
2012-08-01,142.279,2012,8,55437.0,201502453.159918,4.6,229.918,8.1,67.0015719336249,205.5,0.13,81.1,121084.0,63350.0,33.283,13.6,141.65933333333336,4.666666666666667,206.1,0.15000000000000027,8.166666666666666,67.05898747464617
2012-09-01,142.908,2012,9,55420.0,201625853.703525,4.5,231.015,7.8,67.3141844961072,206.6,0.14,81.1,121084.0,63350.0,33.283,13.6,142.28533333333334,4.566666666666667,206.1,0.14333333333333365,8.033333333333333,67.12094798337141
2012-10-01,143.6,2012,10,55403.0,201720006.252997,4.9,231.638,7.8,67.5013022277516,205.5,0.16,81.1,121084.0,63350.0,33.283,13.6,142.929,4.666666666666668,205.86666666666667,0.14333333333333362,7.8999999999999995,67.2723528858279
2012-11-01,144.585,2012,11,55555.0,201769248.477423,4.6,231.249,7.7,67.2838797625009,205.6,0.16,81.1,121084.0,63350.0,33.283,13.6,143.69766666666666,4.666666666666668,205.9,0.15333333333333365,7.766666666666667,67.36645549545322
2012-12-01,145.503,2012,12,55707.0,201889547.768835,4.5,231.221,7.9,67.2979672124517,206.4,0.16,81.1,121084.0,63350.0,33.283,13.6,144.56266666666667,4.666666666666668,205.83333333333334,0.16,7.8,67.36104973423473
2013-01-01,146.827,2013,1,55859.0,201740179.051336,4.0,231.679,8.0,67.2584805724584,208.4,0.14,81.3,122459.0,65740.0,33.213,13.9,145.63833333333335,4.366666666666668,206.79999999999998,0.15333333333333363,7.866666666666667,67.28010918247033
2013-02-01,147.784,2013,2,55877.333333333336,201880651.538706,4.1,232.937,7.7,67.2427197121446,209.1,0.15,81.3,122459.0,65740.0,33.213,13.9,146.70466666666667,4.200000000000001,207.96666666666667,0.15000000000000033,7.866666666666667,67.2663891656849
2013-03-01,149.963,2013,3,55895.666666666664,202094069.12762,4.2,232.282,7.5,67.1771183207476,209.8,0.14,81.3,122459.0,65740.0,33.213,13.9,148.19133333333332,4.100000000000001,209.10000000000002,0.14333333333333365,7.733333333333333,67.22610620178352
2013-04-01,151.519,2013,4,55914.0,202114411.981009,4.4,231.797,7.6,67.2680421672198,210.7,0.15,81.3,122459.0,65740.0,33.213,13.9,149.7553333333333,4.233333333333334,209.86666666666667,0.14666666666666697,7.599999999999999,67.22929340003734
2013-05-01,152.85,2013,5,56033.333333333336,202298812.143071,4.6,231.893,7.5,67.3404180447339,209.5,0.11,81.3,122459.0,65740.0,33.213,13.9,151.444,4.400000000000001,210.0,0.13333333333333364,7.533333333333332,67.26185951090044
2013-06-01,154.2,2013,6,56152.666666666664,202334797.859025,4.1,232.445,7.5,67.3657880514098,208.8,0.09,81.3,122459.0,65740.0,33.213,13.9,152.85633333333334,4.366666666666668,209.66666666666666,0.11666666666666697,7.533333333333332,67.32474942112115
2013-07-01,155.60399999999998,2013,7,56272.0,202342809.549881,5.5,232.9,7.3,67.4886505649831,208.3,0.09,81.3,122459.0,65740.0,33.213,13.9,154.218,4.733333333333334,208.86666666666667,0.09666666666666696,7.433333333333333,67.39828555370893
2013-08-01,156.965,2013,8,56395.333333333336,202432246.934181,5.5,233.456,7.2,67.415546987185,208.9,0.08,81.3,122459.0,65740.0,33.213,13.9,155.58966666666666,5.033333333333335,208.66666666666666,0.08666666666666696,7.333333333333333,67.42332853452596
2013-09-01,158.227,2013,9,56518.666666666664,202612834.796677,5.4,233.544,7.2,67.4701323208598,208.9,0.08,81.3,122459.0,65740.0,33.213,13.9,156.93200000000002,5.466666666666668,208.70000000000002,0.08333333333333363,7.233333333333333,67.45810995767597
2013-10-01,159.24200000000002,2013,10,56642.0,202634154.849124,4.9,233.669,7.2,67.1355221884585,209.3,0.09,81.3,122459.0,65740.0,33.213,13.9,158.14466666666667,5.266666666666668,209.03333333333333,0.08333333333333363,7.2,67.34040049883443
2013-11-01,160.07399999999998,2013,11,56543.0,202701028.713779,5.0,234.1,6.9,67.45001282898,209.8,0.08,81.3,122459.0,65740.0,33.213,13.9,159.181,5.100000000000001,209.33333333333334,0.08333333333333363,7.1000000000000005,67.3518891127661
2013-12-01,160.994,2013,12,56444.0,202726080.249386,5.2,234.719,6.7,67.540370430589,209.8,0.09,81.3,122459.0,65740.0,33.213,13.9,160.10333333333335,5.033333333333335,209.63333333333335,0.08666666666666696,6.933333333333334,67.37530181600916
2014-01-01,161.92700000000002,2014,1,56345.0,202492934.990058,5.1,235.288,6.6,67.7119004520981,211.7,0.07,81.5,123229.0,64900.0,33.806,14.1,160.99833333333333,5.1000000000000005,210.4333333333333,0.08000000000000031,6.733333333333333,67.56742790388904
2014-02-01,162.525,2014,2,56552.666666666664,202561429.474419,5.3,235.547,6.7,67.6848878002402,212.7,0.07,81.5,123229.0,64900.0,33.806,14.1,161.81533333333334,5.200000000000002,211.4,0.07666666666666697,6.666666666666667,67.64571956097576
2014-03-01,163.086,2014,3,56760.333333333336,202694172.15927,5.6,236.028,6.7,67.9184797179588,213.4,0.08,81.5,123229.0,64900.0,33.806,14.1,162.51266666666666,5.333333333333335,212.6,0.07333333333333364,6.666666666666667,67.77175599009904
2014-04-01,163.393,2014,4,56968.0,202799124.484298,5.7,236.468,6.2,67.9356192490344,213.6,0.09,81.5,123229.0,64900.0,33.806,14.1,163.00133333333335,5.533333333333334,213.23333333333335,0.0800000000000003,6.533333333333332,67.84632892241113
2014-05-01,163.66,2014,5,57157.333333333336,202922484.178469,5.2,236.918,6.3,68.0276976338772,214.3,0.09,81.5,123229.0,64900.0,33.806,14.1,163.37966666666668,5.500000000000001,213.76666666666665,0.08666666666666696,6.3999999999999995,67.9605988669568
2014-06-01,164.06400000000002,2014,6,57346.666666666664,203092828.126113,5.7,237.231,6.1,68.1555785338041,214.5,0.1,81.5,123229.0,64900.0,33.806,14.1,163.7056666666667,5.533333333333335,214.13333333333333,0.09333333333333362,6.2,68.0396318055719
2014-07-01,164.579,2014,7,57536.0,203115985.414274,6.2,237.498,6.2,68.1717244297463,214.8,0.09,81.5,123229.0,64900.0,33.806,14.1,164.101,5.700000000000002,214.53333333333333,0.09333333333333364,6.199999999999999,68.11833353247587
2014-08-01,165.215,2014,8,57591.333333333336,203210145.49464905,5.4,237.46,6.1,68.2269465613404,215.5,0.09,81.5,123229.0,64900.0,33.806,14.1,164.61933333333334,5.766666666666668,214.93333333333337,0.09333333333333362,6.133333333333333,68.18474984163026
2014-09-01,165.905,2014,9,57646.666666666664,203260317.08028603,5.4,237.477,5.9,68.2818442441755,215.7,0.09,81.5,123229.0,64900.0,33.806,14.1,165.23300000000003,5.666666666666668,215.33333333333334,0.09,6.066666666666666,68.22683841175407
2014-10-01,166.641,2014,10,57702.0,203281628.022833,5.3,237.43,5.7,68.5808558750651,215.9,0.09,81.5,123229.0,64900.0,33.806,14.1,165.92033333333333,5.366666666666668,215.69999999999996,0.09,5.8999999999999995,68.36321556019367
2014-11-01,167.335,2014,11,57841.666666666664,203370716.173862,5.7,236.983,5.8,68.5201365256652,215.8,0.09,81.5,123229.0,64900.0,33.806,14.1,166.62700000000004,5.466666666666668,215.79999999999998,0.09,5.8,68.46094554830192
2014-12-01,168.051,2014,12,57981.333333333336,203424863.155179,5.1,236.252,5.6,68.4830259045334,215.5,0.12,81.5,123229.0,64900.0,33.806,14.1,167.34233333333336,5.366666666666668,215.73333333333335,0.1000000000000003,5.699999999999999,68.52800610175457
2015-01-01,168.634,2015,1,58121.0,203881341.35219505,4.8,234.747,5.7,68.5445369868969,215.8,0.11,81.7,124587.0,68410.0,34.859,14.3,168.0066666666667,5.200000000000001,215.70000000000002,0.10666666666666696,5.7,68.5158998056985
2015-02-01,169.12900000000002,2015,2,58206.0,203936974.01881,4.5,235.342,5.5,68.5362037954369,215.3,0.11,81.7,124587.0,68410.0,34.859,14.3,168.60466666666667,4.800000000000001,215.53333333333333,0.11333333333333362,5.599999999999999,68.52125556228907
2015-03-01,169.799,2015,3,58291.0,204002384.283532,5.1,235.976,5.4,68.4292229087655,215.0,0.11,81.7,124587.0,68410.0,34.859,14.3,169.18733333333333,4.800000000000002,215.36666666666667,0.11,5.533333333333334,68.50332123036644
2015-04-01,170.298,2015,4,58376.0,204016820.66419905,4.9,236.222,5.4,68.6835160989819,214.5,0.12,81.7,124587.0,68410.0,34.859,14.3,169.742,4.833333333333335,214.9333333333333,0.11333333333333362,5.433333333333334,68.54964760106144
2015-05-01,170.88,2015,5,58412.666666666664,204232027.93604305,5.0,237.001,5.6,68.7980752564137,213.7,0.12,81.7,124587.0,68410.0,34.859,14.3,170.32566666666665,5.000000000000001,214.4,0.11666666666666696,5.466666666666666,68.6369380880537
2015-06-01,171.47099999999998,2015,6,58449.333333333336,204417687.63879,5.4,237.657,5.3,68.6868357512872,213.7,0.13,81.7,124587.0,68410.0,34.859,14.3,170.883,5.100000000000001,213.96666666666667,0.12333333333333363,5.433333333333333,68.72280903556093
2015-07-01,172.13299999999998,2015,7,58486.0,204506449.39351895,5.2,238.034,5.2,68.6366901506224,213.7,0.13,81.7,124587.0,68410.0,34.859,14.3,171.49466666666663,5.200000000000002,213.7,0.12666666666666695,5.366666666666667,68.70720038610777
2015-08-01,172.93599999999998,2015,8,58480.666666666664,204557902.821014,5.0,238.033,5.1,68.7580949027673,213.3,0.14,81.7,124587.0,68410.0,34.859,14.3,172.17999999999998,5.200000000000002,213.5666666666667,0.13333333333333364,5.199999999999999,68.69387360155896
2015-09-01,173.828,2015,9,58475.333333333336,204536920.322261,5.9,237.498,5.0,68.6527413765427,212.5,0.14,81.7,124587.0,68410.0,34.859,14.3,172.96566666666664,5.366666666666668,213.16666666666666,0.13666666666666696,5.1,68.68250880997748
2015-10-01,174.792,2015,10,58470.0,204577584.842515,5.6,237.733,5.0,68.727915235944,212.4,0.12,81.7,124587.0,68410.0,34.859,14.3,173.852,5.500000000000001,212.73333333333335,0.13333333333333364,5.033333333333332,68.71291717175133
2015-11-01,175.738,2015,11,58548.0,204605179.588027,5.5,238.017,5.1,68.8783233123858,211.7,0.12,81.7,124587.0,68410.0,34.859,14.3,174.78599999999997,5.666666666666668,212.20000000000002,0.12666666666666695,5.033333333333333,68.75299330829084
2015-12-01,176.544,2015,12,58626.0,204718625.400822,5.1,237.761,5.0,69.0806925662101,210.9,0.24,81.7,124587.0,68410.0,34.859,14.3,175.69133333333335,5.400000000000001,211.66666666666666,0.16000000000000028,5.033333333333332,68.89564370484663
2016-01-01,177.274,2016,1,58704.0,205107943.30787,5.6,237.652,4.8,69.1879710576038,211.4,0.34,81.9,125819.0,70840.0,37.55,14.7,176.5186666666667,5.400000000000001,211.33333333333334,0.23333333333333361,4.966666666666666,69.0489956453999
2016-02-01,177.649,2016,2,58731.666666666664,205160893.78876305,5.5,237.336,4.9,69.2626907074388,211.3,0.38,81.9,125819.0,70840.0,37.55,14.7,177.1556666666667,5.400000000000001,211.20000000000002,0.3200000000000003,4.8999999999999995,69.17711811041757
2016-03-01,178.16400000000002,2016,3,58759.333333333336,205293260.649971,5.5,238.08,5.0,69.2818036945703,211.6,0.36,81.9,125819.0,70840.0,37.55,14.7,177.69566666666665,5.533333333333334,211.4333333333333,0.3600000000000003,4.8999999999999995,69.24415515320429
2016-04-01,178.766,2016,4,58787.0,205240952.721374,5.0,238.992,5.1,69.173863547746,212.7,0.37,81.9,125819.0,70840.0,37.55,14.7,178.193,5.333333333333335,211.86666666666667,0.3700000000000003,5.0,69.23945264991836
2016-05-01,179.429,2016,5,58886.0,205443695.43154,5.1,239.557,4.8,69.2893706881234,213.7,0.37,81.9,125819.0,70840.0,37.55,14.7,178.78633333333335,5.200000000000002,212.66666666666666,0.366666666666667,4.966666666666666,69.24834597681324
2016-06-01,180.084,2016,6,58985.0,205612263.741236,5.3,240.222,4.9,69.1996294204532,214.6,0.38,81.9,125819.0,70840.0,37.55,14.7,179.42633333333333,5.133333333333335,213.66666666666666,0.3733333333333336,4.933333333333333,69.22095455210753
2016-07-01,180.834,2016,7,59084.0,205723009.48766,4.5,240.101,4.8,69.2867306013526,215.3,0.39,81.9,125819.0,70840.0,37.55,14.7,180.11566666666667,4.966666666666668,214.53333333333333,0.38000000000000034,4.833333333333333,69.25857690330973
2016-08-01,181.85,2016,8,59154.666666666664,205722118.07776,5.0,240.545,4.9,69.3836583023397,216.0,0.4,81.9,125819.0,70840.0,37.55,14.7,180.9226666666667,4.9333333333333345,215.29999999999998,0.3900000000000003,4.866666666666666,69.2900061080485
2016-09-01,182.823,2016,9,59225.333333333336,205758207.661835,5.2,241.176,5.0,69.4274833712712,215.3,0.4,81.9,125819.0,70840.0,37.55,14.7,181.8356666666667,4.900000000000001,215.53333333333333,0.396666666666667,4.8999999999999995,69.36595742498783
2016-10-01,183.75,2016,10,59296.0,205820559.12200695,5.2,241.741,4.9,69.4290451111874,214.8,0.4,81.9,125819.0,70840.0,37.55,14.7,182.80766666666668,5.133333333333335,215.36666666666667,0.4,4.933333333333334,69.41339559493277
2016-11-01,184.759,2016,11,59362.0,205809150.763684,5.2,242.026,4.7,69.5544750020533,214.5,0.41,81.9,125819.0,70840.0,37.55,14.7,183.77733333333333,5.2,214.86666666666667,0.4033333333333336,4.866666666666666,69.4703344948373
2016-12-01,185.725,2016,12,59428.0,205947149.215825,5.4,242.637,4.7,69.5643111954603,215.5,0.54,81.9,125819.0,70840.0,37.55,14.7,184.7446666666667,5.266666666666668,214.9333333333333,0.45000000000000034,4.766666666666667,69.515943769567
2017-01-01,186.805,2017,1,59494.0,205341373.943927,5.4,243.618,4.7,69.6452551468928,217.3,0.65,82.1,126224.0,72090.0,35.771,15.1,185.763,5.333333333333335,215.76666666666668,0.5333333333333337,4.7,69.5880137814688
2017-02-01,187.313,2017,2,59574.666666666664,205348420.244582,5.3,244.006,4.6,69.716673658585,218.8,0.66,82.1,126224.0,72090.0,35.771,15.1,186.61433333333335,5.366666666666668,217.20000000000002,0.616666666666667,4.666666666666666,69.6420800003127
2017-03-01,187.992,2017,3,59655.333333333336,205265464.362687,5.0,243.892,4.4,70.0106852016707,219.7,0.79,82.1,126224.0,72090.0,35.771,15.1,187.37,5.233333333333334,218.60000000000002,0.7000000000000003,4.566666666666666,69.79087133571616
2017-04-01,188.724,2017,4,59736.0,205392169.453776,5.4,244.193,4.4,70.0872949743237,221.0,0.9,82.1,126224.0,72090.0,35.771,15.1,188.00966666666667,5.233333333333335,219.83333333333334,0.7833333333333337,4.466666666666667,69.9382179448598
2017-05-01,189.616,2017,5,59857.0,205501946.665678,5.1,244.004,4.4,70.0090435002788,221.7,0.91,82.1,126224.0,72090.0,35.771,15.1,188.77733333333336,5.166666666666668,220.79999999999998,0.866666666666667,4.4,70.03567455875773
2017-06-01,190.513,2017,6,59978.0,205688251.205509,5.3,244.163,4.3,70.0982430022366,221.9,1.04,82.1,126224.0,72090.0,35.771,15.1,189.61766666666668,5.266666666666668,221.5333333333333,0.9500000000000003,4.366666666666667,70.0648604922797
2017-07-01,191.45,2017,7,60099.0,205740836.169578,5.8,244.243,4.3,70.1776001476887,221.9,1.15,82.1,126224.0,72090.0,35.771,15.1,190.52633333333335,5.400000000000001,221.83333333333334,1.0333333333333337,4.333333333333333,70.0949622167347
2017-08-01,192.663,2017,8,60290.666666666664,205723613.844996,6.1,245.183,4.4,70.1500729303963,222.4,1.16,82.1,126224.0,72090.0,35.771,15.1,191.54200000000003,5.733333333333334,222.0666666666667,1.116666666666667,4.333333333333333,70.14197202677387
2017-09-01,193.759,2017,9,60482.333333333336,205704970.924289,5.3,246.435,4.3,70.4770872852692,223.1,1.15,82.1,126224.0,72090.0,35.771,15.1,192.62400000000002,5.733333333333334,222.46666666666667,1.1533333333333335,4.333333333333333,70.2682534544514
2017-10-01,194.805,2017,10,60674.0,205670408.394115,5.5,246.626,4.2,70.2633470011261,223.9,1.15,82.1,126224.0,72090.0,35.771,15.1,193.74233333333336,5.633333333333334,223.13333333333335,1.1533333333333335,4.3,70.29683573893054
2017-11-01,195.958,2017,11,60813.666666666664,205656877.8503,4.8,247.284,4.2,70.2997152420944,223.9,1.16,82.1,126224.0,72090.0,35.771,15.1,194.8406666666667,5.200000000000001,223.63333333333333,1.1533333333333335,4.233333333333333,70.34671650949657
2017-12-01,197.178,2017,12,60953.333333333336,205800595.64941695,5.6,247.805,4.1,70.2807222461999,224.1,1.3,82.1,126224.0,72090.0,35.771,15.1,195.98033333333333,5.300000000000002,223.96666666666667,1.2033333333333334,4.166666666666667,70.28126149647346
2018-01-01,198.314,2018,1,61093.0,206339378.419178,6.0,248.859,4.0,70.3181800753163,225.8,1.41,82.3,127586.0,73030.0,38.859,15.4,197.15,5.466666666666668,224.6,1.2900000000000003,4.1000000000000005,70.29953918787021
2018-02-01,199.227,2018,2,61174.0,206307462.824439,5.7,249.529,4.1,70.6025342912855,228.7,1.42,82.3,127586.0,73030.0,38.859,15.4,198.2396666666667,5.766666666666668,226.20000000000002,1.376666666666667,4.066666666666666,70.4004788709339
2018-03-01,199.961,2018,3,61255.0,206369738.227738,5.2,249.577,4.0,70.5527779588143,231.3,1.51,82.3,127586.0,73030.0,38.859,15.4,199.16733333333335,5.6333333333333355,228.6,1.446666666666667,4.033333333333332,70.49116410847203
2018-04-01,200.655,2018,4,61336.0,206274935.365562,5.6,250.227,4.0,70.5720380100601,232.4,1.69,82.3,127586.0,73030.0,38.859,15.4,199.9476666666667,5.500000000000001,230.79999999999998,1.5400000000000003,4.033333333333332,70.5757834200533
2018-05-01,201.423,2018,5,61431.333333333336,206525427.999221,5.5,250.792,3.8,70.7350849329814,236.8,1.7,82.3,127586.0,73030.0,38.859,15.4,200.67966666666666,5.4333333333333345,233.5,1.6333333333333335,3.933333333333333,70.61996696728527
2018-06-01,202.237,2018,6,61526.666666666664,206661184.65188,5.8,251.018,4.0,70.6978812080135,239.2,1.82,82.3,127586.0,73030.0,38.859,15.4,201.43833333333336,5.633333333333334,236.13333333333333,1.736666666666667,3.933333333333333,70.66833471701833
2018-07-01,202.907,2018,7,61622.0,206659777.11561295,6.0,251.214,3.8,70.8678685681902,239.6,1.91,82.3,127586.0,73030.0,38.859,15.4,202.189,5.766666666666668,238.53333333333333,1.8100000000000003,3.866666666666666,70.7669449030617
2018-08-01,203.688,2018,8,61621.0,206664712.900867,6.5,251.663,3.8,70.5678662709577,239.4,1.91,82.3,127586.0,73030.0,38.859,15.4,202.94400000000005,6.100000000000001,239.39999999999998,1.8800000000000001,3.866666666666666,70.7112053490538
2018-09-01,204.353,2018,9,61620.0,206654330.097875,6.6,252.182,3.7,70.767103038957,240.0,1.95,82.3,127586.0,73030.0,38.859,15.4,203.64933333333337,6.366666666666667,239.66666666666666,1.9233333333333336,3.766666666666666,70.73427929270163
2018-10-01,205.12,2018,10,61619.0,206620708.24887905,7.2,252.772,3.8,70.9298443900792,238.7,2.19,82.3,127586.0,73030.0,38.859,15.4,204.38700000000003,6.766666666666668,239.36666666666667,2.016666666666667,3.766666666666666,70.75493789999797
2018-11-01,205.679,2018,11,61709.0,206643656.57961,6.4,252.594,3.8,70.9944431591298,238.8,2.2,82.3,127586.0,73030.0,38.859,15.4,205.05066666666667,6.733333333333334,239.16666666666666,2.1133333333333337,3.766666666666666,70.89713019605533
2018-12-01,206.169,2018,12,61799.0,206762878.623716,7.6,252.767,3.9,70.995031134178,238.3,2.27,82.3,127586.0,73030.0,38.859,15.4,205.65600000000003,7.066666666666667,238.60000000000002,2.22,3.8333333333333326,70.97310622779567
2019-01-01,206.539,2019,1,61889.0,206187752.561887,7.0,252.718,4.0,71.0142554508684,238.5,2.4,82.5,128579.0,78250.0,40.185,15.8,206.12900000000002,7.000000000000001,238.53333333333333,2.2900000000000005,3.9,71.00124324805874
2019-02-01,206.848,2019,2,62036.333333333336,206154545.46956903,6.4,253.322,3.8,71.0435097475702,238.1,2.4,82.5,128579.0,78250.0,40.185,15.8,206.5186666666667,7.000000000000001,238.30000000000004,2.356666666666667,3.9,71.01759877753886
2019-03-01,207.047,2019,3,62183.666666666664,206099024.77024505,5.7,254.202,3.8,71.0702637587111,238.1,2.41,82.5,128579.0,78250.0,40.185,15.8,206.81133333333335,6.366666666666668,238.23333333333332,2.4033333333333338,3.866666666666666,71.0426763190499
2019-04-01,207.506,2019,4,62331.0,206170068.640731,5.8,255.211,3.6,71.1362472830823,237.2,2.42,82.5,128579.0,78250.0,40.185,15.8,207.1336666666667,5.966666666666669,237.79999999999998,2.41,3.7333333333333325,71.0833402631212
2019-05-01,208.138,2019,5,62535.666666666664,206451313.15124,6.7,255.29,3.7,71.1453122391529,237.3,2.39,82.5,128579.0,78250.0,40.185,15.8,207.56366666666668,6.066666666666667,237.53333333333333,2.4066666666666667,3.6999999999999997,71.1172744269821
2019-06-01,208.659,2019,6,62740.333333333336,206564990.504277,5.2,255.159,3.6,71.2438915875506,236.3,2.38,82.5,128579.0,78250.0,40.185,15.8,208.101,5.900000000000001,236.9333333333333,2.396666666666667,3.633333333333333,71.1751503699286
2019-07-01,209.262,2019,7,62945.0,206412025.16746095,5.9,255.685,3.7,71.2687803636565,235.6,2.4,82.5,128579.0,78250.0,40.185,15.8,208.68633333333335,5.9333333333333345,236.4,2.3900000000000006,3.6666666666666665,71.21932806345335
2019-08-01,210.102,2019,8,63049.0,206409591.62938,5.4,256.059,3.7,71.4198849208562,234.4,2.13,82.5,128579.0,78250.0,40.185,15.8,209.341,5.500000000000003,235.4333333333333,2.3033333333333332,3.6666666666666665,71.31085229068778
2019-09-01,210.913,2019,9,63153.0,206341688.662982,5.4,256.511,3.5,71.7197521185657,234.4,2.04,82.5,128579.0,78250.0,40.185,15.8,210.09233333333336,5.566666666666667,234.80000000000004,2.19,3.633333333333333,71.4694724676928
2019-10-01,211.808,2019,10,63257.0,206244263.932141,5.3,257.244,3.6,71.7210604227263,233.8,1.83,82.5,128579.0,78250.0,40.185,15.8,210.94100000000003,5.366666666666668,234.20000000000002,2.0,3.5999999999999996,71.62023248738272
